150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Bulanan (M-to-M) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan, Minuman dan Tembakau",,,,,,,,,,,,,Makanan,,,,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,,,,Minuman Beralkohol,,,,,,,,,,,,,Rokok dan Tembakau,,,,,,,,,,,,
,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
KOTA TANJUNG PINANG,1.51,-0.44,-0.7,-0.18,-1.38,-0.19,0.57,1.09,1.21,-0.13,-0.18,3.78,-,1.82,-0.62,-0.84,-0.24,-1.7,-0.29,0.59,1.17,1.27,-0.17,-0.25,4.58,-,0.3,0.52,0.01,0,0.02,0,0.04,-0.01,0.08,0,0.01,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.28,0,0.11,0.2,0.41,0.67,1.19,1.3,0.18,0.17,0,-
KOTA JAKARTA,1.82,-0.65,1.7,0.16,-1.4,0.44,0.36,-0.69,0.32,0.33,0.2,1.07,-,2.1,-0.85,2.12,0.19,-1.77,0.53,0.41,-0.93,0.37,0.4,0.25,1.33,-,0.52,0.13,0.08,-0.02,0.11,0.13,0.25,0.03,-0.01,-0.03,0.03,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.86,0,0,0.04,0.07,0.03,0.05,0.51,0.29,0.1,0.03,0,-
KAB BANDUNG,1.11,-0.16,1.17,-0.33,-1.04,0.41,0.48,-0.48,0.34,0.76,-0.08,0.89,-,1.29,-0.3,1.43,-0.52,-1.44,0.56,0.57,-0.66,0.37,1,-0.11,1.16,-,0.54,0.84,0.34,0.87,0.61,-0.3,0.54,0,0.42,-0.2,0,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.51,0,0.28,0,0.12,0,0,0.12,0.17,0,0,0,-
KAB MAJALENGKA,1.42,-0.67,0.75,-0.11,-0.35,0.44,1,-0.14,0.24,0.22,0.46,0.3,-,1.51,-1.03,1.03,-0.27,-0.5,0.54,1.34,-0.25,0.19,0.27,0.59,0.29,-,0.71,0.12,-0.09,0.51,-0.28,0.14,0.02,-0.05,0.09,0,-0.33,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.47,0.39,0,0.3,0.17,0.21,0.16,0.22,0.52,0.08,0.38,0.46,-
KAB SUBANG,0.54,-0.04,1.37,-0.8,-0.47,0.64,0.33,-0.6,0.02,0.6,0.05,1.31,-,0.7,-0.31,1.49,-1.09,-0.79,0.92,0.46,-0.8,-0.02,0.69,0.05,1.67,-,0.22,1.35,2.46,0,-0.23,-0.39,0.01,0,-0.2,0.03,0.21,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.37,0.08,0,0.9,0,0,0,0.3,0.55,0,0,-
KOTA BOGOR,2.48,-0.73,1.47,-0.56,-1.33,1.03,0.5,-0.63,-0.01,0.82,0.04,0.9,-,2.96,-1.07,1.8,-0.74,-1.73,1.22,0.63,-0.83,0.16,0.81,0.05,0.95,-,0.08,1,0.14,0,0.53,-0.05,0,0.05,-2.12,-0.67,0,0.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.76,0.6,0.03,0.35,0.24,0.44,0,0.23,0.2,1.68,0,0.71,-
KOTA SUKABUMI,1.86,0.29,1.18,-0.38,-0.34,0.96,0.28,-0.33,-0.07,0.28,-0.12,0.72,-,1.47,-0.41,1.5,-0.58,-0.56,0.97,0.26,-0.54,-0.11,0.36,-0.18,0.97,-,3.66,0.11,0.5,0.43,-0.1,1.42,-0.7,0.29,0.01,0,-0.35,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,3.56,0.1,0.13,0.54,0.68,0.82,0.33,0.06,0.06,0.25,0,-
KOTA BANDUNG,1.83,-0.36,1.03,-1.09,-1.24,0.63,0.39,-0.36,0.44,0.71,0.39,1.32,-,2.41,-0.55,1.45,-1.36,-1.72,0.86,0.54,-0.71,0.54,0.91,0.4,1.84,-,0.37,0.33,-0.04,-1.92,-0.28,0.23,-0.32,0.26,-0.03,-0.01,0.35,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47,0.02,0,0.05,0.01,0.03,0.12,0.56,0.24,0.33,0.33,0.08,-
KOTA CIREBON,1.58,-0.29,2.16,-1.7,-0.56,1.13,1.31,-1.04,0.44,0.72,0.37,0.87,-,1.36,-0.43,2.64,-2.1,-0.7,1.35,1.55,-1.41,0.31,0.89,0.46,1.06,-,0.1,0.42,-0.05,0.07,0.14,0.23,0.01,0.62,1.06,0,0,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.67,0.25,0.27,0,0,0.21,0.38,0.52,0.97,0,0,0,-
KOTA BEKASI,2.66,-0.58,1.28,0.11,-1.65,1.05,0.31,-0.95,0.18,0.89,0.43,0.98,-,3.17,-0.82,1.55,0.13,-2.11,1.31,0.39,-1.2,0.19,0.82,0.39,1.12,-,1.58,1.02,0.52,0.02,0.4,0,0,0,0.23,1.06,0.83,0.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.02,0,0,0,0.05,0,0.05,0.01,1.19,0.44,0.04,-
KOTA DEPOK,1.39,-0.48,1.76,0.03,-1.31,0.86,0.47,-0.84,0.4,0.64,-0.15,0.84,-,1.59,-0.82,2.1,0.04,-1.69,0.9,0.57,-0.98,0.18,0.81,-0.13,0.92,-,1.71,1.33,1.47,-0.03,-0.31,1.01,0.33,-1.1,1.74,0.31,-0.56,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.11,0.03,0,0.47,0.1,0.17,0.53,0.02,0.05,0.68,-
KOTA TASIKMALAYA,0.58,-0.12,0.94,-0.44,-0.46,0.67,0.47,-0.63,0.6,0.25,0.25,1.07,-,0.71,-0.4,1.19,-0.64,-0.62,0.86,0.59,-0.99,0.72,0.34,0.21,1.45,-,0.02,1.26,0.01,0.08,-0.23,-0.02,0.01,0.21,0.16,0,0.38,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38,0.29,0.45,0.07,0.14,0.21,0.2,0.44,0.28,0.07,0.35,0.02,-
CILACAP,2.3,-0.83,1.49,-0.88,-1.82,1.37,0.36,-0.55,0.68,0.14,0.31,1.39,-,2.88,-1.26,1.88,-1.15,-2.37,1.77,0.4,-0.71,0.82,0.15,0.33,1.79,-,0.2,0.55,0.21,0.03,-0.18,-0.05,0.06,0.06,0.25,0.05,0.07,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.53,0.63,0.15,0.02,0.11,0.2,0.32,0.01,0.21,0.15,0.29,0.02,-
PURWOKERTO,1.76,-0.5,1.48,-0.74,-1.62,0.93,0.03,-0.5,0.63,0.31,0.21,1.47,-,2.11,-0.71,1.77,-0.95,-2.1,1.07,-0.04,-0.67,0.74,0.3,0.25,1.77,-,0.95,0.27,0.68,0.13,0.64,0.36,0.03,0.07,0.14,0,0.08,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.41,0.12,0.08,0.14,0.48,0.35,0.2,0.29,0.59,0.04,0.53,-
KAB WONOSOBO,1.79,-0.65,1.82,0.19,-2.27,0.78,0.11,-0.69,0.11,0.74,0.5,1.24,-,2.09,-1,2.23,0.24,-2.87,0.97,-0.04,-1.1,-0.02,0.89,0.64,1.52,-,1.99,2.2,-0.06,0,-0.16,0,0.18,0,0.01,-0.56,-0.34,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0.27,0.29,0.01,0.28,0.04,0.83,1.2,0.82,0.4,0.1,0.16,-
KAB WONOGIRI,1.47,-1.16,2.15,-0.28,-1.42,1.09,-0.04,-0.62,0.14,0.55,0.36,1.9,-,1.84,-1.49,2.73,-0.42,-1.81,1.37,-0.15,-0.85,0.12,0.54,0.44,2.39,-,-0.05,0.02,-0.23,-0.27,0.28,0.08,-0.05,0,0.02,0.22,0.06,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.24,0,0.46,0.06,0,0.59,0.44,0.28,0.79,0,0.02,-
KAB REMBANG,2.08,-0.74,1.09,0.75,-1.63,0.27,0.76,-0.86,0.26,0.92,0.29,0.56,-,2.16,-1.08,1.26,0.91,-2.07,0.17,0.95,-1.09,0.29,1.06,0.35,0.68,-,2.49,1.42,0.1,0.16,0.02,0.04,-0.01,0.26,0.16,0.33,-0.07,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.53,0.24,0.56,0.19,0.07,0.85,0.06,0,0.11,0.41,0.11,0.13,-
KUDUS,1.79,-0.29,1.66,-0.06,-1.72,0.46,0.03,-0.71,0.2,0.84,0.52,1.42,-,2.2,-0.57,2.02,-0.09,-2.16,0.58,0.01,-1,0.1,0.96,0.63,1.75,-,0,0.62,0.16,0.01,0.49,-0.09,0.09,-0.01,0.29,0,0.06,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,1.03,0.23,0,0.03,0,0.11,0.78,0.86,0.51,0.06,0.01,-
KOTA SURAKARTA,2.17,-0.61,1.51,-0.79,-1.73,0.71,0.04,-0.66,0.86,0.98,0.55,1.53,-,2.61,-0.8,1.75,-0.91,-2.08,0.84,0.04,-0.87,0.98,1.14,0.62,1.83,-,0,0.2,0.65,-0.69,-0.17,0.26,-0.38,0.21,0.07,0.19,0.35,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,0.51,0.16,0.03,0.15,0.07,0.43,0.55,0.48,0.2,0.2,0.23,-
KOTA SEMARANG,1.93,-0.49,1.38,-0.09,-1.65,0.9,0.05,-0.69,0.37,0.5,0.62,1.12,-,2.31,-0.71,1.49,-0.19,-2.05,1.06,0.03,-0.85,0.41,0.57,0.74,1.32,-,0.5,0.57,0.32,0.79,0.07,0.04,0.12,-0.23,0.01,-0.07,0.18,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.36,1.43,0.03,0.19,0.27,0.27,0.25,0.31,0.48,0.07,0.25,-
KOTA TEGAL,1.9,-0.33,1.63,-0.67,-1.4,0.13,0.67,-0.28,0.63,0.65,0.22,1.03,-,2.3,-0.55,2.13,-0.98,-1.94,0.15,0.63,-0.42,0.66,0.67,0.21,1.37,-,0.99,1.05,0.32,0.01,0.09,-0.02,0.24,-0.11,-0.11,0,0.13,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.07,0,0.37,0.26,0.12,0.99,0.23,0.78,0.88,0.31,0.04,-
KAB GUNUNGKIDUL,2.3,0.49,0.44,-0.04,-0.58,0.55,-0.32,-0.96,0.14,0.57,0.79,1.75,-,2.66,-0.17,0.5,-0.12,-0.73,0.69,-0.38,-1.21,0.18,0.7,0.97,2.19,-,1.25,0.69,0.5,-0.01,0.02,-0.03,0,0,-0.02,0,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.47,5.1,0,0.42,0,0,0,0.03,0,0.02,0.01,0,-
KOTA YOGYAKARTA,2.13,-0.76,1.33,0.01,-1.11,0.73,0.03,-0.8,0.33,0.48,0.72,1.5,-,2.52,-1.02,1.58,-0.05,-1.4,0.86,0.03,-1,0.36,0.54,0.82,1.8,-,0.83,0.77,0.47,0.57,0.14,0.03,-0.03,-0.13,-0.16,0.03,0.23,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0.11,0.02,0.07,0.31,0.31,0.13,0.22,0.45,0.27,0.36,0.37,-
KAB TULUNGAGUNG,1.62,0.06,2.07,-1.41,-0.7,0.88,0.04,-0.75,0.44,-0.01,0.33,1.15,-,1.87,-0.15,2.33,-1.81,-0.89,1.03,0.05,-1,0.51,-0.02,0.41,1.4,-,1,0.95,0.87,0.76,0.4,0.24,0.05,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,1.07,0.95,0.08,0.02,0.01,0,0.85,0.17,0.06,0.07,0,-
JEMBER,2.61,-0.93,1.2,-1.88,-1.36,1.43,0.93,-0.19,0.34,-0.1,-0.07,2.29,-,3.09,-1.12,1.43,-2.45,-1.76,1.66,1.11,-0.26,0.36,-0.26,-0.1,2.76,-,0.41,0.11,0.14,0.04,0.27,0.1,-0.02,-0.05,0.05,0,0.07,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.09,0,1.52,0.78,0.51,0.16,0.13,0.37,1.18,0.05,0.03,-
BANYUWANGI,2.23,-0.31,1.66,-1.09,-1.99,1.78,0.95,-0.58,-0.21,-0.14,0.17,1.71,-,2.68,-0.39,2.06,-1.63,-2.52,2.24,1.17,-0.73,-0.29,-0.18,0.21,2.14,-,0.63,0.06,0.04,0.79,0.02,0.03,0.08,0.01,0.01,0.01,0.08,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35,0,0,1.22,0.24,0,0,0.01,0.11,0.02,0,0,-
KAB BOJONEGORO,1.59,-0.53,1.29,-0.49,-1.17,1.44,0.19,-0.82,0.76,0.48,0.39,1.66,-,1.68,-0.82,1.42,-0.64,-1.47,1.67,0.24,-1.06,0.64,0.58,0.49,1.97,-,2.46,0.94,1.49,0.24,0.14,0.12,-0.09,0.32,0.06,0.06,-0.01,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.29,0,0,0,0.96,0,0,2.58,0,0,0.79,-
KAB GRESIK,1.99,-1.21,2.02,-1.21,-1.66,1.33,-0.02,-0.68,0,0.4,0.48,1.97,-,2.29,-1.56,2.46,-1.5,-2.08,1.61,0.01,-0.92,-0.05,0.51,0.58,2.22,-,1.15,0.45,0.03,0.01,0.02,-0.04,-0.27,0.28,-0.09,-0.01,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.3,0.08,0.29,0.4,0.5,0.07,0.43,0.68,0,0,0.71,-
SUMENEP,0.89,-0.32,1.7,-0.97,-2.16,1.4,1.13,-0.43,0.42,0.17,0.23,1.39,-,1.14,-0.44,2.22,-1.32,-2.85,1.79,1.28,-0.64,0.44,0.23,0.17,1.82,-,0,0,0.12,0,0.06,0.55,1.23,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0.08,0.02,0.2,0.18,0,0.49,0.31,0.45,0,0.58,0.05,-
KOTA KEDIRI,1.71,-0.63,1.52,-1.31,-1.19,1.59,-0.05,-1.04,0.59,0.47,0.55,1.72,-,2.12,-0.78,1.87,-1.66,-1.49,1.96,-0.08,-1.33,0.63,0.53,0.7,2.14,-,-0.03,0.02,0.2,0.4,-0.09,0.19,0.08,0.22,0,0.15,-0.07,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.04,0,0.02,0.06,0.01,0,0.2,0.6,0.21,0.04,0.01,-
KOTA MALANG,1.64,-0.54,1.29,-0.84,-0.82,1.04,-0.13,-0.52,0.66,0.28,0.32,1.25,-,1.91,-0.7,1.37,-1.12,-1.07,1.24,-0.2,-0.63,0.64,0.31,0.34,1.52,-,0.43,0.2,0.3,0.97,0.39,0.11,0.18,-0.13,0,0.04,0.09,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,0.28,1.39,0.07,0.24,0.16,0.14,0.09,1.24,0.24,0.27,0,-
KOTA PROBOLINGGO,2.01,-0.19,1.53,-1.36,-1.25,1.06,0.45,-0.66,0.41,0,-0.15,1.41,-,2.22,-0.31,1.87,-1.74,-1.58,1.3,0.51,-0.79,0.4,-0.15,-0.21,1.78,-,3.51,-0.72,0.36,0.02,0.12,0,-0.19,-0.42,-0.02,0,-0.06,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.81,0.07,0.22,0,0.25,0.39,0,0.7,0.82,0.14,0.04,-
KOTA MADIUN,1.78,-0.55,1.65,-0.98,-1.65,1.21,0.51,-0.82,-0.14,0.68,0.37,2.52,-,2.17,-0.8,1.89,-1.19,-2.07,1.41,0.51,-1.05,-0.22,0.84,0.45,3.05,-,0.16,0.47,0.45,-0.35,0.15,0.42,0.43,-0.01,-0.08,0.01,-0.22,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.63,0.7,0.11,0.19,0.3,0.56,0.29,0.39,0.11,0.26,0.24,-
KOTA SURABAYA,1.33,-0.27,1.88,-1.08,-1.33,1.05,0.47,-0.61,0.54,0.26,0.37,1.96,-,1.62,-0.39,2.22,-1.36,-1.71,1.21,0.46,-0.77,0.57,0.29,0.42,2.4,-,0.05,0.28,0.83,0.04,0.13,-0.01,0.29,0.05,-0.11,0.08,0.18,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.35,0.07,0.17,0.42,0.76,0.6,0.2,0.78,0.14,0.1,0.15,-
KAB PANDEGLANG,1.23,-0.95,2.36,0.75,-0.75,0.36,0.15,-1.49,0.35,0.57,0.45,2.12,-,1.45,-1.23,2.47,0.85,-1.21,0.31,0.19,-1.86,0.33,0.54,0.56,2.61,-,0.7,0,1.53,0,3.25,0.54,0,0,0,1.39,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.45,2.08,0.44,0.13,0.66,0,0.07,0.7,0.3,0,0.17,-
KAB LEBAK,1.25,-0.68,1.78,-0.5,-1.31,0.64,0.82,-1.37,1.11,0.46,-0.07,1.84,-,1.37,-0.92,2.19,-0.61,-1.96,0.95,1.01,-2,1.33,0.52,-0.04,2.25,-,0.94,0.51,-0.28,-0.55,2.38,-1.57,0.14,2.58,-2.21,0.62,-1.57,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66,0.08,0.52,0.36,0.6,0.1,0.09,0.26,1.85,0.03,0.68,0.36,-
KOTA TANGERANG,1.64,-0.17,0.94,0.86,-1.96,0.6,0.32,-0.88,0.29,0.58,1.03,1.41,-,1.95,-0.37,1.18,1.03,-2.56,0.82,0.47,-1.08,-0.17,0.61,1.4,1.39,-,0.79,1.36,-0.31,0.46,0.31,-0.39,-0.98,-0.63,2.02,0.05,-0.75,3.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24,0,0.32,0,0.41,0,0.21,0.28,2,0.78,0,0,-
KOTA CILEGON,1.51,-0.64,1.12,0.21,-1.9,0.49,0.79,-0.65,0.35,0.44,0.62,1.37,-,1.98,-0.9,1.41,0.02,-2.54,0.53,0.88,-0.85,0.22,0.59,0.65,1.78,-,0,0.65,0,1.36,0.27,0.83,-0.02,0,0,0,0,-0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.26,0.57,0.12,0.11,0.81,0,1.18,0,0.78,0.19,-
KOTA SERANG,1.86,-0.51,1.45,-0.19,-1.59,0.85,0.69,-0.57,-0.04,1.03,0.16,1.2,-,2.38,-0.84,1.95,-0.41,-2.12,1.03,1.07,-1.15,-0.07,1.29,0.16,1.31,-,1.39,0.04,0.45,-0.13,-0.67,0.73,-1.95,-0.26,0,0.89,-2.31,1.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.47,0.06,0.65,0.03,0.22,0.46,1.49,0.03,0.15,1.26,0.47,-
KAB TABANAN,3.49,-1.37,1.5,0.17,-2.28,0.87,0.93,-2.18,-1.6,0.92,1.38,2.82,-,4.25,-1.75,1.86,-0.03,-2.85,1.07,1.07,-2.71,-2.14,1.15,1.57,3.49,-,0.05,0,0,0,0,0,0,-0.03,0.19,0,1.09,0.38,-,0.42,-0.69,0.88,0,0,0,0,0,0,0,4.28,1.1,-,0.73,0.38,0,1.7,0.06,0.08,0.61,0,0.75,0.09,0.32,0,-
KAB BADUNG,4.98,-1.79,1.26,-0.7,-2.69,1.14,-0.02,-1.5,-1.41,0.93,1.32,3.08,-,6.06,-2.32,1.48,-0.85,-3.28,1.38,-0.02,-1.81,-1.73,1.09,1.38,3.73,-,0.23,1.21,0.3,-0.02,0,0,0.01,-0.13,0,0.28,-0.55,0.13,-,0.52,0.09,0,0,0,0,0,0,0,0,-0.09,0,-,0.03,0.01,0.02,0.08,0.01,0.21,0,0.03,0.03,0.06,3.49,0.23,-
SINGARAJA,3.79,-1.2,0.2,-0.16,-1.16,1.07,0.88,-1.6,-0.2,0.58,0.9,1.61,-,4.43,-1.45,0.22,-0.19,-1.69,1.34,0.84,-1.93,-0.26,0.67,1.11,1.91,-,0.14,0.01,0.12,-0.07,-0.55,-0.48,0.17,-0.04,0.05,-0.9,-0.23,0.24,-,0,0,0,0,0,0,0,0,0,0,0,0,-,1.08,0.15,0.02,0,3.02,0,1.88,0,0.12,0.87,0,0.1,-
KOTA DENPASAR,3.22,0.06,1.43,-0.53,-1.59,1.47,0.6,-1.03,0.93,-0.48,0.02,1.37,-,4.06,-0.01,1.22,-0.79,-2.05,1.8,0.69,-1.35,1.05,-0.65,-0.02,1.74,-,-0.09,0.5,2.79,0.93,0.39,-1.01,0,0.35,0.5,0.2,0,-0.17,-,0,-0.23,1.51,-0.64,0,4.1,0,-0.23,0.04,0,0,0,-,0.08,0.13,1.85,0,0,1.61,0.51,0.17,0.42,0.16,0.23,0.08,-
KAB SUMBAWA,2.49,-0.36,1.15,-0.66,-1.86,1.99,-0.18,-2.08,-0.03,0.43,0.45,1.47,-,3.24,-0.49,1.42,-0.97,-2.41,2.5,-0.24,-2.91,-0.22,0.57,0.59,1.93,-,0.01,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.07,0.32,0.47,0,0.49,0.01,0.95,0.85,0,0.02,0,-
KOTA MATARAM,2.93,-1.37,2.38,-0.78,-1.72,0.78,0.67,-0.64,1.03,-0.13,0.41,1.8,-,3.53,-1.7,2.71,-1.01,-2.07,0.78,0.78,-0.92,1.02,-0.28,0.53,2.21,-,0.2,0.12,1.57,0.39,-0.15,1,-0.3,0.57,1.04,0.07,-0.25,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,0.17,0.16,0.24,0,0.5,0.61,0.66,1.13,0.91,0.02,0,-
KOTA BIMA,0.97,-1.06,1.27,0.05,-1.61,0.93,0.96,-1.21,-0.5,0.18,0.98,1.41,-,0.92,-1.68,1.56,0.01,-2.22,1.12,1.22,-1.7,-0.84,0.15,1.2,1.61,-,2.83,2.39,0.35,-0.13,1.03,-0.22,0.03,0.44,0.23,-0.14,0.1,0.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.37,0.25,0.35,0.12,0.65,0.17,0.41,0.87,0.49,0.41,0.63,-
WAINGAPU,5.03,2.2,-0.63,-0.42,-1.63,1.06,0.32,-2.89,-2.56,1.92,1.11,1.92,-,5.87,1.97,-1.02,-0.56,-1.96,1.23,0.37,-3.35,-3.26,2.16,1.17,2.29,-,0,2.6,5.33,-0.11,0,0,0,-1.59,0,1.68,2.02,-1.11,-,0,0,-2.66,0,-0.43,0,0,0,0,0,0,0,-,0.86,3.87,0.1,0.48,0.17,0.26,0.09,0,1.48,0.32,0.38,0.56,-
KAB TIMOR TENGAH SELATAN,4.23,0.9,-1.2,1.33,0.11,-1.97,0.97,-2.03,-1.87,-1.55,0.48,3.26,-,4.92,1,-1.48,0.91,0.12,-2.3,1.13,-2.27,-2.18,-1.8,0.5,3.76,-,0,0,1.91,7.36,0,0,0,-1.7,0,0,0,-0.12,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0.01,0.26,0.01,2.37,0,0.26,0,0.08,0,0,0.67,0.67,-
MAUMERE,1.83,0.71,-1.32,-1.83,-0.7,2.05,1.64,0.18,-2.1,-2.54,0.35,1.57,-,2.1,0.78,-1.6,-2.26,-0.84,2.36,1.92,-0.03,-2.49,-3.05,0.42,1.84,-,0.76,0.06,0.79,0.59,0.03,0.38,0,-0.14,0.2,0.05,0.31,0.09,-,0,3.01,-1.74,0,0,0,0,0,0,0,-5.76,0,-,0,0.23,0.27,0.61,0.24,0.07,0.16,2.56,0.13,0.44,0.08,0.07,-
KAB NGADA,1.19,1.18,0,1.64,-2.32,0.01,2.57,0.83,-1,-1.58,-0.97,1.24,-,1.66,1.35,-0.04,1.89,-2.68,0.01,2.91,0.94,-1.19,-1.89,-1.13,1.32,-,-5.9,0,0,0.06,0.07,0.02,0,-1.06,0,0,0,0.14,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0.39,0.26,0.31,0.06,0,0.02,0.8,0.65,0.42,0.59,0.09,1.12,-
KOTA KUPANG,3.32,1.03,-1.34,-0.21,-2.14,-0.59,2.77,-1.06,-0.75,0.03,1.31,0.92,-,3.97,1.22,-1.62,-0.28,-2.4,-0.76,3.3,-1.28,-1.11,0.04,1.58,1.11,-,0.31,0.02,0.39,0.13,-2.07,0.05,0.6,-0.15,-0.03,0.04,-0.02,0.03,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0.07,0,0.02,0.09,0,0.28,0,0.09,1.73,0,0.02,0,-
KAB KETAPANG,1.27,0.59,0.06,0.32,-0.83,0.11,1.23,-0.62,0.16,0.44,0.02,0.59,-,1.48,0.64,0,0.28,-0.99,0.03,1.4,-0.79,0.12,0.5,0.05,0.7,-,0.06,0.62,0.33,1.12,0,0.44,0.75,-0.2,0.35,-0.44,-0.34,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.17,0.45,0.17,0.16,0.58,0.02,0.59,0.4,0.45,0,0,-
SINTANG,1.03,0.06,0.1,0.71,-0.94,0.3,0.84,-0.33,-0.58,-0.04,0.27,0.62,-,1.15,-0.06,0.07,0.8,-1.25,0.31,0.84,-0.44,-0.7,-0.07,0.32,0.74,-,0.8,1.62,0,0,2.38,0,0.02,-0.02,-0.03,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.43,0.25,0.38,0,0.25,1.28,0.42,0.1,0.26,0.02,0,-
KAB KAYONG UTARA,1.54,0.73,-0.34,0.15,-0.75,0.18,1.26,0.22,-0.3,-0.05,0.54,0.8,-,1.81,0.84,-0.4,0.17,-1.38,0.18,1.01,0.2,-0.46,-0.06,0.52,0.94,-,0.02,0,0,0,2.34,0.89,0,0,0.26,-0.1,2.44,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,0.02,0.08,0,3.3,0,3.56,0.36,0.7,0,0.08,0,-
KOTA PONTIANAK,1.03,0.32,0.33,-0.02,-1.54,0.59,1.3,-0.58,-0.03,0.61,0.47,-0.15,-,1.22,0.39,0.39,-0.06,-1.92,0.7,1.57,-0.7,-0.05,0.72,0.53,-0.17,-,0.09,0.02,-0.18,0.68,0.53,0.16,-0.19,-0.04,0.23,0.02,-0.36,-0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0,0.12,0,0.26,0,0,0.02,0.02,0.17,0.37,0.03,-
